,age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
22955,56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,90, United-States,<=50K
3787,26, Private, Some-college, Married-AF-spouse, Protective-serv, Husband, White, Male,40, United-States,<=50K
21910,39, Private, 12th, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States,<=50K
697,31, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,>50K
20031,60, ?, 7th-8th, Widowed, ?, Unmarried, White, Female,20, United-States,<=50K
20346,34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40, Jamaica,>50K
9174,18, Private, Some-college, Never-married, Sales, Own-child, White, Female,15, United-States,<=50K
17665,57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,>50K
25829,31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
28106,22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
18730,65, ?, HS-grad, Widowed, ?, Unmarried, White, Female,75, United-States,<=50K
7817,42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,45, United-States,<=50K
21146,48, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States,>50K
17747,38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
12384,29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,60, Poland,<=50K
25758,58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
26301,42, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,<=50K
23304,66, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,35, United-States,>50K
12409,17, Private, 11th, Never-married, Sales, Own-child, White, Female,8, United-States,<=50K
26055,45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,24, United-States,<=50K
30423,23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,<=50K
6439,80, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female,24, United-States,<=50K
13681,37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
10444,63, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,>50K
16483,31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,<=50K
11148,20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,10, United-States,<=50K
16906,32, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,42, United-States,>50K
23222,52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
16693,21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,<=50K
15427,35, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,<=50K
5962,38, State-gov, Some-college, Separated, Exec-managerial, Own-child, White, Male,40, United-States,<=50K
5322,19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,40, United-States,<=50K
21884,57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, United-States,>50K
29506,34, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,50, United-States,<=50K
30379,20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,40, United-States,<=50K
26212,26, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,42, United-States,<=50K
13032,32, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,40, United-States,<=50K
10805,25, ?, Some-college, Never-married, ?, Not-in-family, White, Male,40, United-States,<=50K
15175,28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,20, United-States,<=50K
2464,69, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,8, United-States,<=50K
13213,37, Private, Bachelors, Separated, Tech-support, Not-in-family, Asian-Pac-Islander, Male,40, Philippines,<=50K
16028,38, Local-gov, Some-college, Married-spouse-absent, Exec-managerial, Unmarried, Black, Female,35, United-States,<=50K
8429,18, ?, HS-grad, Never-married, ?, Own-child, Black, Female,25, United-States,<=50K
15697,28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,50, United-States,<=50K
18765,22, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,43, United-States,<=50K
13433,47, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
22678,31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,40, United-States,<=50K
9812,44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,>50K
7496,22, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States,<=50K
28405,25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,<=50K
10843,27, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,30, United-States,<=50K
27515,59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
21131,58, Private, 7th-8th, Widowed, Other-service, Not-in-family, Other, Female,30, United-States,<=50K
25730,46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,70, United-States,<=50K
25595,50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,60, United-States,>50K
2924,40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,40, Canada,<=50K
30981,43, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,40, United-States,>50K
32286,28, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,40, United-States,<=50K
30099,57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States,>50K
15907,34, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,60, United-States,>50K
12324,46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,>50K
20813,28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States,<=50K
27845,36, Private, 1st-4th, Never-married, Farming-fishing, Not-in-family, White, Male,40, Mexico,<=50K
30483,20, Private, 5th-6th, Never-married, Handlers-cleaners, Unmarried, White, Male,30, Guatemala,<=50K
18074,34, Federal-gov, Some-college, Married-AF-spouse, Adm-clerical, Wife, White, Female,40, United-States,>50K
12022,37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,>50K
12830,81, Private, Masters, Widowed, Prof-specialty, Unmarried, White, Male,60, ?,<=50K
19582,24, Private, Bachelors, Never-married, Sales, Other-relative, White, Female,40, United-States,<=50K
18612,30, Private, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,55, United-States,>50K
98,48, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,40, England,<=50K
2369,37, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, Mexico,<=50K
19363,32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,45, United-States,>50K
15046,34, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,<=50K
29853,51, Private, 5th-6th, Separated, Machine-op-inspct, Unmarried, White, Female,40, Mexico,<=50K
27481,32, Private, 9th, Separated, Machine-op-inspct, Unmarried, White, Female,40, Columbia,<=50K
31381,30, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,50, United-States,<=50K
463,50, Private, 1st-4th, Married-spouse-absent, Craft-repair, Unmarried, White, Male,40, United-States,<=50K
27884,35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States,<=50K
2692,46, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,<=50K
21718,22, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,20, Puerto-Rico,<=50K
1809,52, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,38, United-States,<=50K
8127,27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,65, United-States,<=50K
387,44, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,6, United-States,>50K
1127,63, Federal-gov, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Black, Male,40, United-States,<=50K
26294,27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States,<=50K
7950,30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,44, United-States,<=50K
449,17, ?, 11th, Never-married, ?, Own-child, White, Female,5, United-States,<=50K
8755,50, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,40, United-States,>50K
20021,18, Private, 12th, Never-married, Sales, Own-child, Black, Female,15, United-States,<=50K
4056,27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,>50K
17019,24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,40, United-States,<=50K
8009,44, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,30, United-States,<=50K
21475,56, Self-emp-not-inc, 11th, Widowed, Other-service, Unmarried, White, Female,65, Greece,>50K
27477,26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,18, United-States,<=50K
650,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,20, United-States,<=50K
30225,20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,36, United-States,<=50K
10077,58, Private, 9th, Divorced, Farming-fishing, Not-in-family, Black, Male,40, United-States,<=50K
31511,31, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,40, China,<=50K
24145,21, Private, Some-college, Never-married, Sales, Own-child, Other, Female,20, United-States,<=50K
27077,55, Private, 9th, Divorced, Craft-repair, Unmarried, White, Female,37, United-States,>50K
9656,41, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,65, United-States,<=50K
10549,35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,40, Mexico,<=50K
17439,43, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,40, United-States,<=50K
3182,29, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Male,45, United-States,<=50K
8728,41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,<=50K
24169,58, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States,<=50K
16989,50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
7569,19, Private, 11th, Never-married, Other-service, Other-relative, White, Female,15, United-States,<=50K
5328,27, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,40, United-States,<=50K
20868,61, ?, Bachelors, Divorced, ?, Not-in-family, White, Female,24, United-States,<=50K
807,33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,47, United-States,>50K
19730,20, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
17615,35, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,40, United-States,<=50K
28150,46, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male,40, United-States,<=50K
10394,56, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,66, United-States,<=50K
25967,43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,84, United-States,>50K
23746,19, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,20, United-States,<=50K
18138,39, Private, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,40, United-States,<=50K
14419,31, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Columbia,<=50K
29101,19, ?, Some-college, Never-married, ?, Other-relative, White, Female,30, United-States,<=50K
26590,17, Private, 11th, Never-married, Other-service, Own-child, White, Female,12, United-States,<=50K
25126,59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,15, United-States,<=50K
26652,31, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,<=50K
15131,53, Federal-gov, Bachelors, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,40, United-States,<=50K
30644,37, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,30, United-States,<=50K
11919,44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,>50K
27928,61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,>50K
2054,20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,40, United-States,<=50K
27917,45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,38, United-States,<=50K
31687,21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,30, United-States,<=50K
29858,20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States,<=50K
22944,38, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,50, United-States,<=50K
17200,50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,45, United-States,>50K
23153,33, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,40, United-States,>50K
18854,36, Private, 1st-4th, Widowed, Other-service, Other-relative, White, Female,20, Mexico,<=50K
22054,22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,48, United-States,<=50K
30827,57, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male,40, United-States,<=50K
26941,45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,<=50K
2566,53, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male,40, United-States,<=50K
26738,19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,35, United-States,<=50K
21664,35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States,<=50K
15008,25, Private, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male,96, Mexico,<=50K
21998,56, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,55, United-States,>50K
